id,jurisdiction,geo_scope,country,state,state_code,title,tech_category,status,effective_date,risk_score,risk_rag,criticality,evidence_status,source_count
REG-BA8D640D,"New York, USA",US_STATE,,New York,NY,S.9999 (Synthetic Performers Law),AI,Enacted,2025-12-20,20,Red,5,Partially,1
REG-94E11DF8,"Texas, USA",US_STATE,,Texas,TX,Capture or Use of Biometric Identifier Act (CUBI) Enforcement,Biometrics,Enacted,2025-12-20,20,Red,5,Partially,1
REG-6AFBE3E3,United States (Federal),US_FEDERAL,,United States,,Executive Order on National AI Policy Framework,AI,Enacted,2025-12-11,20,Red,5,Partially,1
REG-70D0DE72,United States (Federal),US_FEDERAL,,United States,,Safer Skies Act,Drones/UAS,Enacted,2025-12-18,20,Red,5,Partially,1
REG-2A66B8E0,"New York, USA",US_STATE,,New York,NY,RAISE Act (S.8420-A / A.8887-B),AI,Enacted,2025-12-21,20,Red,5,Partially,1
REG-6D660E52,"Florida, USA",US_STATE,,Florida,FL,License Plate Security Measures,ALPR/LPR,Enacted,2025-12-21,20,Red,5,Partially,1
REG-B6314009,United States (Federal),US_FEDERAL,,United States,,TikTok Divestiture Legislation,Data Privacy,Enacted,2024-01-01,20,Red,5,Partially,1
REG-F29C2ADA,Global,GLOBAL,Global,,,Export Controls (US-China),AI,Enacted,2025-12-21,20,Red,5,Partially,1
REG-748CCB4F,"New York, USA",US_STATE,,New York,NY,RAISE Act,AI,Enacted,2025-12-22,20,Red,5,Partially,1
REG-B821552D,"Ohio, USA",US_STATE,,Ohio,OH,Fight Organized Retail Crime and Empower Law Enforcement Act,AI,Enacted,2025-12-22,20,Red,5,Partially,1
REG-1E957EF3,"Massachusetts, USA",US_STATE,,Massachusetts,MA,City Ordinance/Approval,ALPR/LPR,Enacted,2025-12-22,20,Red,5,Partially,1
REG-09221A10,United States (Federal),US_FEDERAL,,United States,,FTC Enforcement (Rytr),AI,Enacted,2025-12-22,20,Red,5,Partially,1
REG-4C57625C,United States (Federal),US_FEDERAL,,United States,,FCC Covered List (Secure Equipment Act),Drones/UAS,Enacted,2025-12-23,20,Red,5,Partially,1
REG-2229A999,"New York, USA",US_STATE,,New York,NY,AI Safety and Transparency Bill,AI,Enacted,2025-12-23,20,Red,5,Partially,1
REG-72A5B2EE,United States (Federal),US_FEDERAL,,United States,,Biosecure Act (via NDAA 2026),Biometrics,Enacted,2025-12-23,20,Red,5,Partially,1
REG-D3BB8771,United States (Federal),US_FEDERAL,,United States,,FCC Covered List / Executive Order,Drones/UAS,Enacted,2025-12-24,20,Red,5,Partially,1
REG-AA6AB1CC,"California, USA",US_STATE,,California,CA,Delete Act / CPRA,Data Privacy,Enacted,2025-12-24,20,Red,5,Partially,3
REG-28AD0661,South Korea,COUNTRY,South Korea,South Korea,,Telecommunications Business Act (Amendment),Biometrics,Enacted,2025-12-24,20,Red,5,Partially,1
REG-65B83A90,United States (Federal),US_FEDERAL,,United States,,FCC Covered List / Trump Drone Ban,Drones/UAS,Enacted,2025-12-24,20,Red,5,Partially,1
REG-836C14D1,United States (Federal),US_FEDERAL,,United States,,FTC Enforcement (Unfair Practices),AI,Enacted,2025-12-24,20,Red,5,Partially,1
REG-2C133C9D,United States (Federal),US_FEDERAL,,United States,,Executive Order 14365 (White House),AI,Enacted,2025-12-11,20,Red,5,Partially,1
REG-ACBCB3FD,United States (Federal),US_FEDERAL,,United States,,FCC Covered List Update,Drones/UAS,Enacted,2025-12-27,20,Red,5,Partially,2
REG-D08108F8,United States (Federal),US_FEDERAL,,United States,,Facial Recognition Rules,Biometrics,Enacted,2025-12-27,20,Red,5,Partially,1
REG-30D67216,United States (Federal),US_FEDERAL,,United States,,ALPR Usage Moratorium,ALPR/LPR,Enacted,2025-12-27,20,Red,5,Partially,1
REG-9BB0247F,United States (Federal),US_FEDERAL,,United States,,Organized Retail Crime Crackdown,Data Privacy,Enacted,2025-12-29,20,Red,5,Partially,1
REG-7798F549,United States (Federal),US_FEDERAL,,United States,,FTC Consumer Review Consent Order,AI,Enacted,2025-12-22,20,Red,5,Partially,1
REG-CF30AF13,United States (Federal),US_FEDERAL,,United States,,Responsible AI Safety & Education (RAISE) Act,AI,Enacted,2025-12-19,20,Red,5,Partially,1
REG-50D6A961,United States (Federal),US_FEDERAL,,United States,,COINS Act (Outbound Investment Security Program),AI,Enacted,2025-12-30,20,Red,5,Partially,1
REG-CFA432BD,"Virginia, USA",US_STATE,,Virginia,VA,S.B. 388 (VCDPA Amendment),Data Privacy,Enacted,2026-04-13,16,Amber,4,Partially,1
REG-35301FC5,"Alabama, USA",US_STATE,,Alabama,AL,Alabama Personal Data Protection Act (HB 351),Data Privacy,Enacted,2026-04-17,16,Amber,4,Partially,1
REG-3C184982,"Washington, USA",US_STATE,,Washington,WA,Automated License Plate Reader Limits,ALPR/LPR,Enacted,2026-03-01,16,Amber,4,Partially,1
REG-F7AED499,"Washington, USA",US_STATE,,Washington,WA,Retail Theft Program Funding Veto,Data Privacy,Enacted,,16,Amber,4,Partially,1
REG-2DFFB628,Japan,COUNTRY,Japan,Japan,,Defence Export Rules,Drones/UAS,Enacted,,16,Amber,4,Partially,1
REG-6A9DBE30,"Oregon, USA",US_STATE,,Oregon,OR,Oregon ALPR Law,ALPR/LPR,Enacted,2026-04-23,16,Amber,4,Partially,1
REG-F45B06D8,China,COUNTRY,China,China,,Industrial and Supply Chain Security Investigations,Data Privacy,Enacted,2026-04-24,16,Amber,4,Partially,1
REG-C6AACD64,"Connecticut, USA",US_STATE,,Connecticut,CT,Connecticut Data Privacy Act,Data Privacy,Enacted,,16,Amber,4,Partially,4
REG-B1C8AE88,"Oregon, USA",US_STATE,,Oregon,OR,Oregon License Plate Reader Law,ALPR/LPR,Enacted,,16,Amber,4,Partially,1
REG-5191B5DA,China,COUNTRY,China,China,,China Export-Control Regime,Data Privacy,Enacted,,16,Amber,4,Partially,1
REG-F23BEBA6,"Tennessee, USA",US_STATE,,Tennessee,TN,Tennessee Crypto ATM Ban,Data Privacy,Enacted,,16,Amber,4,Partially,1
REG-5BD527A7,"Virginia, USA",US_STATE,,Virginia,VA,Virginia Consumer Data Protection Act (VCDPA),Data Privacy,Enacted,,16,Amber,4,Partially,5
REG-23142569,South Korea,COUNTRY,South Korea,South Korea,,Prevention of Divulgence and Protection of Industrial Technology Act,Data Privacy,Enacted,2026-03-01,16,Amber,4,Partially,1
REG-613E82D4,"New York, USA",US_STATE,,New York,NY,Dynamic Pricing Law,Data Privacy,Enacted,2026-03-08,16,Amber,4,Partially,1
REG-C3079A2F,"Connecticut, USA",US_STATE,,Connecticut,CT,Connecticut Data Privacy Act (Update),Data Privacy,Enacted,2026-03-09,16,Amber,4,Partially,1
REG-B16AB30C,"California, USA",US_STATE,,California,CA,License Plate Reader Tax Enforcement,ALPR/LPR,Enacted,2026-03-09,16,Amber,4,Partially,1
REG-AA49C5B1,Global,GLOBAL,Global,,,GDPR AI Integration,Data Privacy,Enacted,2026-03-10,16,Amber,4,Partially,1
REG-D7B5761D,"California, USA",US_STATE,,California,CA,License Plate Reader Restrictions,ALPR/LPR,Enacted,2026-03-15,16,Amber,4,Partially,1
REG-04D9FB20,"California, USA",US_STATE,,California,CA,California Agency Data Restrictions,ALPR/LPR,Enacted,2026-03-18,16,Amber,4,Partially,1
REG-DF0673DB,Japan,COUNTRY,Japan,Japan,,Mandatory Drone Detection for Nuclear Plants,Drones/UAS,Enacted,2026-03-19,16,Amber,4,Partially,1
REG-7D5549BB,"Oklahoma, USA",US_STATE,,Oklahoma,OK,Oklahoma Consumer Data Privacy Law,Data Privacy,Enacted,2026-03-20,16,Amber,4,Partially,1
REG-745B3946,"New York, USA",US_STATE,,New York,NY,Fair Workweek Law,Data Privacy,Enacted,2026-03-26,16,Amber,4,Partially,1
REG-39B6BEA1,India,COUNTRY,India,India,,Supply Chain Framework,Drones/UAS,Enacted,2026-03-27,16,Amber,4,Partially,1
REG-458B82C6,"Washington, USA",US_STATE,,Washington,WA,My Health My Data Act,Data Privacy,Enacted,2026-03-30,16,Amber,4,Partially,1
REG-2383DC54,"California, USA",US_STATE,,California,CA,ALPR Suspension Policy,ALPR/LPR,Enacted,2026-02-04,16,Amber,4,Partially,1
REG-9B3D4523,"Washington, USA",US_STATE,,Washington,WA,License Plate Surveillance Bill,ALPR/LPR,Enacted,2026-02-04,16,Amber,4,Partially,1
REG-BBA9FB7D,"Maine, USA",US_STATE,,Maine,ME,Workplace Monitoring Restrictions,Data Privacy,Enacted,2026-02-05,16,Amber,4,Partially,1
REG-C1D6C4F6,"Washington, USA",US_STATE,,Washington,WA,Washington ALPR Data Retention Law,ALPR/LPR,Enacted,2026-02-20,16,Amber,4,Partially,1
REG-083C00C6,"Maine, USA",US_STATE,,Maine,ME,An Act to Regulate Employer Surveillance to Protect Workers,Data Privacy,Enacted,2026-01-11,16,Amber,4,Partially,1
REG-A9516D55,"Virginia, USA",US_STATE,,Virginia,VA,Virginia Consumer Data Protection Act,Data Privacy,Enacted,2026-01-01,16,Amber,4,Partially,2
REG-1DDA00A9,"Colorado, USA",US_STATE,,Colorado,CO,Colorado Privacy Act (CPA) Amendments,Data Privacy,Enacted,2026-02-20,16,Amber,4,Partially,1
REG-0E423E5B,"Missouri, USA",US_STATE,,Missouri,MO,Municipal ALPR Authorization,ALPR/LPR,Enacted,2026-02-22,16,Amber,4,Partially,1
REG-90FF003E,"Colorado, USA",US_STATE,,Colorado,CO,Colorado Privacy Act (CPA),Data Privacy,Enacted,2024-08-07,16,Amber,4,Partially,1
REG-997CC8F9,"California, USA",US_STATE,,California,CA,City Ordinance,ALPR/LPR,Enacted,2026-02-28,16,Amber,4,Partially,1
REG-C7B00E6A,"California, USA",US_STATE,,California,CA,Board of Supervisors Motion,ALPR/LPR,Enacted,2026-01-02,16,Amber,4,Partially,1
REG-E0EECDD9,United States (Federal),US_FEDERAL,,United States,,Organized Retail Crime Law,ORC,Enacted,2026-01-05,16,Amber,4,Partially,1
REG-9B506170,"California, USA",US_STATE,,California,CA,Contract Termination (Flock Safety),ALPR/LPR,Enacted,2026-01-14,16,Amber,4,Partially,2
REG-073128DA,"California, USA",US_STATE,,California,CA,Automated License Plate Readers Ban,ALPR/LPR,Enacted,2026-01-16,16,Amber,4,Partially,2
REG-936737C2,"Minnesota, USA",US_STATE,,Minnesota,MN,State Data Privacy Law (Medicaid/ICE),Data Privacy,Enacted,2026-01-20,16,Amber,4,Partially,1
REG-DB2DB510,"Maine, USA",US_STATE,,Maine,ME,Workplace Electronic Monitoring Regulation,Data Privacy,Enacted,2026-01-22,16,Amber,4,Partially,1
REG-CE1D162C,"Washington, USA",US_STATE,,Washington,WA,City ALPR Deactivation,ALPR/LPR,Enacted,2026-01-26,16,Amber,4,Partially,1
REG-B7847497,"Virginia, USA",US_STATE,,Virginia,VA,Lawsuit against Flock License Plate Readers,ALPR/LPR,Enacted,2026-01-27,16,Amber,4,Partially,1
REG-289A5A8A,"Michigan, USA",US_STATE,,Michigan,MI,Ann Arbor Drone Privacy Policy,Drones/UAS,Enacted,2025-09-02,16,Amber,4,Partially,1
REG-CC8E5FB8,"California, USA",US_STATE,,California,CA,Trust Act,ALPR/LPR,Enacted,,16,Amber,4,Partially,1
REG-60D80F97,"California, USA",US_STATE,,California,CA,California ALPR Privacy Law,ALPR/LPR,Enacted,,16,Amber,4,Partially,1
REG-9A44B6B9,"California, USA",US_STATE,,California,CA,Local ALPR Law,ALPR/LPR,Enacted,2025-09-01,16,Amber,4,Partially,1
REG-97C50946,"California, USA",US_STATE,,California,CA,California Consumer Privacy Act (CCPA),Data Privacy,Enacted,1905-07-12,16,Amber,4,Partially,2
REG-C2225530,"Florida, USA",US_STATE,,Florida,FL,UAS Surveillance Law (Freedom from Unwarranted Surveillance Act),Drones/UAS,Enacted,2025-08-22,16,Amber,4,Partially,1
REG-C8356D34,"Illinois, USA",US_STATE,,Illinois,IL,Illinois ALPR Data Privacy Law,ALPR/LPR,Enacted,1905-07-15,16,Amber,4,Partially,1
REG-FC9EA3F6,"Illinois, USA",US_STATE,,Illinois,IL,ALPR Privacy Law,ALPR/LPR,Enacted,,16,Amber,4,Partially,1
REG-51E8FA27,"Illinois, USA",US_STATE,,Illinois,IL,Illinois State Law on ALPR Data Sharing,ALPR/LPR,Enacted,,16,Amber,4,Partially,2
REG-C5FAD9CD,"Oregon, USA",US_STATE,,Oregon,OR,Oregon Data Privacy Rules,Data Privacy,Enacted,1905-07-16,16,Amber,4,Partially,2
REG-097FA949,"Arizona, USA",US_STATE,,Arizona,AZ,Local ALPR Shutdown Order,ALPR/LPR,Enacted,2025-08-25,16,Amber,4,Partially,1
REG-B22DD55A,"Washington, USA",US_STATE,,Washington,WA,Washington State ALPR Privacy Law,ALPR/LPR,Enacted,2019-07-28,16,Amber,4,Partially,1
REG-DB68D7FE,"Massachusetts, USA",US_STATE,,Massachusetts,MA,ALPR Installation Moratorium,ALPR/LPR,Enacted,2025-09-07,16,Amber,4,Partially,1
REG-C835E34E,"New Jersey, USA",US_STATE,,New Jersey,NJ,Data Privacy Act,Data Privacy,Enacted,2025-09-08,16,Amber,4,Partially,1
REG-7656AEE9,"Maryland, USA",US_STATE,,Maryland,MD,Maryland Online Data Privacy Act of 2024 (MODPA),Data Privacy,Enacted,2024-10-01,16,Amber,4,Partially,1
REG-BE1020B6,"California, USA",US_STATE,,California,CA,California Law on License Plate Reader Data Sharing,ALPR/LPR,Enacted,1905-07-15,16,Amber,4,Partially,1
REG-F2561800,"Illinois, USA",US_STATE,,Illinois,IL,State ALPR Data Sharing Law,ALPR/LPR,Enacted,2025-09-10,16,Amber,4,Partially,1
REG-E7FE6E14,"Virginia, USA",US_STATE,,Virginia,VA,State ALPR Data Use and Access Law,ALPR/LPR,Enacted,2025-09-25,16,Amber,4,Partially,1
REG-5AE47E5C,"Colorado, USA",US_STATE,,Colorado,CO,Colorado Privacy Act amendments (SB 24-041) on minors' data,Data Privacy,Enacted,2025-10-01,16,Amber,4,Partially,1
REG-9E606DF6,"California, USA",US_STATE,,California,CA,California AG Enforcement Against ALPR Data Sharing,ALPR/LPR,Enacted,2025-10-03,16,Amber,4,Partially,1
REG-DEF978AD,"Arizona, USA",US_STATE,,Arizona,AZ,Sedona City Council termination of Flock Safety ALPR program,ALPR/LPR,Enacted,2025-09-11,16,Amber,4,Partially,1
REG-70BEB9CC,"Arkansas, USA",US_STATE,,Arkansas,AR,StateALPRlegislation(2025sessions),ALPR/LPR,Enacted,2025-10-10,16,Amber,4,Partially,1
REG-D7345351,United States (Federal),US_FEDERAL,,United States,,FCC National Security Notice on Prohibited Equipment,Surveillance,Enacted,2025-10-11,16,Amber,4,Partially,1
REG-95A318E6,"Illinois, USA",US_STATE,,Illinois,IL,Illinois Secretary of State ALPR Audit Directive (ending CBP access),ALPR/LPR,Enacted,2025-10-02,16,Amber,4,Partially,1
REG-E1AA998D,"California, USA",US_STATE,,California,CA,LA County ALPR Data-Sharing/Retention Reforms (Board motion),ALPR/LPR,Enacted,2025-09-18,16,Amber,4,Partially,1
REG-498B8636,"California, USA",US_STATE,,California,CA,California SB 34 (ALPR data-sharing limits) â€” compliance issue identified,ALPR/LPR,Enacted,2025-11-07,16,Amber,4,Partially,1
REG-76AA897F,Ecuador,COUNTRY,Ecuador,Ecuador,,Reglamento a la Ley OrgÃ¡nica de ProtecciÃ³n de Datos Personales,Data Privacy,Enacted,2024-09-04,16,Amber,4,Partially,1
REG-CBE5CCF6,"California, USA",US_STATE,,California,CA,State Surveillance Laws,ALPR/LPR,Enacted,2025-11-21,16,Amber,4,Partially,1
REG-3233D213,United States (Federal),US_FEDERAL,,United States,,Senate Surveillance Legislation,Surveillance,Enacted,2025-11-21,16,Amber,4,Partially,1
REG-A6B4FA4C,United States (Federal),US_FEDERAL,,United States,,Retail Theft Investigative Special Task Force,Surveillance,Enacted,2025-11-21,16,Amber,4,Partially,1
REG-6F767155,"Florida, USA",US_STATE,,Florida,FL,Statewide Drone Ban (DJI),Drones/UAS,Enacted,2025-11-23,16,Amber,4,Partially,1
REG-AAB8CDCF,United States (Federal),US_FEDERAL,,United States,,Special Task Force on Retail Theft,ORC,Enacted,2025-11-24,16,Amber,4,Partially,1
REG-194E1285,"New York, USA",US_STATE,,New York,NY,State Surveillance Pricing Law (Gen. Bus. Law 349-a),Data Privacy,Enacted,2025-11-25,16,Amber,4,Partially,1
REG-3D5FAF70,"Oregon, USA",US_STATE,,Oregon,OR,City Council Moratorium,ALPR/LPR,Enacted,2025-11-27,16,Amber,4,Partially,1
REG-D448F26E,"California, USA",US_STATE,,California,CA,ALPR Surveillance Contract Approval,ALPR/LPR,Enacted,2025-12-03,16,Amber,4,Partially,1
REG-1CED19D3,"Illinois, USA",US_STATE,,Illinois,IL,Police Policy Change,ALPR/LPR,Enacted,2025-12-08,16,Amber,4,Partially,1
REG-8F0CDCF7,"California, USA",US_STATE,,California,CA,City Council ALPR Vote,ALPR/LPR,Enacted,2025-12-10,16,Amber,4,Partially,1
REG-538AF1F1,United States (Federal),US_FEDERAL,,United States,,Public Records Law,Surveillance,Enacted,2025-12-18,16,Amber,4,Partially,1
REG-5F1C5410,"Oregon, USA",US_STATE,,Oregon,OR,City Council Decision (Moratorium/Pause),ALPR/LPR,Enacted,2025-12-19,16,Amber,4,Partially,1
REG-18E4E96D,"Massachusetts, USA",US_STATE,,Massachusetts,MA,City Council Vote (Pause),ALPR/LPR,Enacted,2025-10-01,16,Amber,4,Partially,1
REG-BCE6A6BD,"Arizona, USA",US_STATE,,Arizona,AZ,Contract Cancellation (Flock Safety),ALPR/LPR,Enacted,2025-12-20,16,Amber,4,Partially,1
REG-DF39A9A0,"Connecticut, USA",US_STATE,,Connecticut,CT,Connecticut Data Privacy Act (CTDPA) Amendments,Data Privacy,Enacted,2025-12-20,16,Amber,4,Partially,1
REG-18723A69,"Indiana, USA",US_STATE,,Indiana,IN,Indiana Consumer Data Protection Act (CDPA),Data Privacy,Enacted,2026-01-01,16,Amber,4,Partially,1
REG-12156A7D,United States (Federal),US_FEDERAL,,United States,,Surveillance Camera Moratorium,Surveillance,Enacted,2025-12-26,16,Amber,4,Partially,1
REG-53D8A356,United States (Federal),US_FEDERAL,,United States,,Proposed local law regulating license-plate camera readers,ALPR/LPR,Proposed,2026-05-04,15,Amber,4,Unknown,1
REG-6C7EA7F1,United States (Federal),US_FEDERAL,,United States,,Careful Adoption of Agentic AI Services,AI,Proposed,2026-05-01,15,Amber,4,Unknown,1
REG-1F0F1825,United States (Federal),US_FEDERAL,,United States,,Senate bill targeting drone threats to critical infrastructure,Drones/UAS,Proposed,2026-04-30,15,Amber,4,Unknown,1
REG-D2A9E2B3,United States (Federal),US_FEDERAL,,United States,,FAA DETER Program,Drones/UAS,Proposed,2026-05-02,15,Amber,4,Unknown,1
REG-4C5D88EF,United States (Federal),US_FEDERAL,,United States,,Dayton Flock license plate reader suspension,ALPR/LPR,Proposed,2026-05-02,15,Amber,4,Unknown,1
REG-1EF1BB41,United States (Federal),US_FEDERAL,,United States,,Loomis Armored BIPA class action settlement,Biometrics,Proposed,2026-05-02,15,Amber,4,Unknown,1
REG-493A466A,United States (Federal),US_FEDERAL,,United States,,AI OVERWATCH Act,AI,Proposed,2026-05-05,15,Amber,4,Unknown,3
REG-D0A05119,United States (Federal),US_FEDERAL,,United States,,Drone Security Public Consultation Paper,Drones/UAS,Proposed,2026-05-01,15,Amber,4,Unknown,1
REG-8624CAEE,United States (Federal),US_FEDERAL,,United States,,Potential White House advanced AI model review process,AI,Proposed,2026-05-04,15,Amber,4,Unknown,1
REG-AE44A48C,United States (Federal),US_FEDERAL,,United States,,Colorado Artificial Intelligence Act (SB 24-205) enforcement pause,AI,Proposed,2026-04-27,15,Amber,4,Unknown,1
REG-5B058CF0,United States (Federal),US_FEDERAL,,United States,,Syracuse biometric identity technology restrictions,Biometrics,Proposed,2026-05-04,15,Amber,4,Unknown,1
REG-9A7F1157,United States (Federal),US_FEDERAL,,United States,,BIPA damages amendment retroactivity decision,Biometrics,Proposed,2026-05-06,15,Amber,4,Unknown,1
REG-23F09452,United States (Federal),US_FEDERAL,,United States,,CAISI frontier AI model national security testing partnerships,AI,Proposed,2026-05-06,15,Amber,4,Unknown,1
REG-8A63D640,United States (Federal),US_FEDERAL,,United States,,Utah SB 73 Online Age Verification and VPN provision,Data Privacy,Proposed,2026-05-06,15,Amber,4,Unknown,1
REG-945575D3,United States (Federal),US_FEDERAL,,United States,,FAA Section 2209 NPRM: drone restrictions near critical infrastructure,Drones/UAS,Proposed,2026-05-06,15,Amber,4,Unknown,1
REG-501F1EF0,United States (Federal),US_FEDERAL,,United States,,FTC v. Kochava sensitive location-data settlement,Data Privacy,Proposed,2026-05-04,15,Amber,4,Unknown,1
REG-8465986B,United States (Federal),US_FEDERAL,,United States,,SB 4 consumer privacy package / facial recognition surveillance provisions,Biometrics,Proposed,2026-05-08,15,Amber,4,Unknown,1
REG-EAE60A0E,United States (Federal),US_FEDERAL,,United States,,Workplace AI and electronic monitoring bill,AI,Proposed,2026-05-09,15,Amber,4,Unknown,1
REG-DC526D02,United States (Federal),US_FEDERAL,,United States,,CCPA/CPRA cybersecurity audit requirements,Data Privacy,Proposed,2026-05-09,15,Amber,4,Unknown,1
REG-36E0439A,United States (Federal),US_FEDERAL,,United States,,FAA Extension Safety and Security Section 2209,Drones/UAS,Proposed,2026-05-10,15,Amber,4,Unknown,1
REG-3131352F,United States (Federal),US_FEDERAL,,United States,,Street ALPR Expansion Ordinance,ALPR/LPR,Proposed,2026-05-10,15,Amber,4,Unknown,1
REG-33FD695C,United States (Federal),US_FEDERAL,,United States,,Bipartisan Connected Vehicle Restriction Bill,AI,Proposed,2026-05-11,15,Amber,4,Unknown,1
REG-0C1AD22B,United States (Federal),US_FEDERAL,,United States,,Federal AI Executive Order and Action Plan,AI,Proposed,2025-07-01,15,Amber,4,Unknown,1
REG-AC2DA741,United States (Federal),US_FEDERAL,,United States,,Security of Critical Infrastructure Act (SOCI) Next Evolution,Data Privacy,Proposed,2026-05-11,15,Amber,4,Unknown,1
REG-F14C7869,United States (Federal),US_FEDERAL,,United States,,FAA proposed rule restricting drone operations over critical infrastructure,Drones/UAS,Proposed,2026-05-12,15,Amber,4,Unknown,1
REG-F941246A,United States (Federal),US_FEDERAL,,United States,,Proposed ban on biometric data collection in retail stores,Biometrics,Proposed,2026-05-12,15,Amber,4,Unknown,1
REG-46128FAE,European Union,COUNTRY,European Union,European Union,,EU AI Act frontier AI model access / enforcement preparation,AI,Enacted,2026-05-13,15,Amber,4,Partially,1
REG-C048322E,United States (Federal),US_FEDERAL,,United States,,Proposed limits on license plate cameras at big-box retailers,ALPR/LPR,Proposed,2026-05-13,15,Amber,4,Unknown,1
REG-B5B1F159,United States (Federal),US_FEDERAL,,United States,,Home Depot California ALPR class action,ALPR/LPR,Proposed,2026-05-14,15,Amber,4,Unknown,1
REG-A0824B06,United States (Federal),US_FEDERAL,,United States,,NIST AI cybersecurity guidance / Cyber AI Profile,AI,Proposed,2026-05-15,15,Amber,4,Unknown,1
REG-E6897D46,United States (Federal),US_FEDERAL,,United States,,FAA Section 2209 fixed-site UAS flight restriction NPRM,Drones/UAS,Proposed,2026-05-06,15,Amber,4,Unknown,1
REG-DFA80283,United States (Federal),US_FEDERAL,,United States,,SB 6002 Driver Privacy Act,ALPR/LPR,Proposed,2026-03-30,15,Amber,4,Unknown,1
REG-FC996A58,United States (Federal),US_FEDERAL,,United States,,Illinois BIPA voiceprint AI training lawsuits,Biometrics,Proposed,2026-05-16,15,Amber,4,Unknown,1
REG-47A75736,United States (Federal),US_FEDERAL,,United States,,Proposed New York City private-business biometric data ban,Biometrics,Proposed,2026-05-19,15,Amber,4,Unknown,1
REG-19868748,United States (Federal),US_FEDERAL,,United States,,Bipartisan House bill requiring federal agencies to use NIST AI guidance,AI,Proposed,2026-05-19,15,Amber,4,Unknown,1
REG-42285094,United States (Federal),US_FEDERAL,,United States,,FAA Section 2209 critical infrastructure drone restriction NPRM,Drones/UAS,Proposed,2026-05-19,15,Amber,4,Unknown,1
REG-1F708D9D,United States (Federal),US_FEDERAL,,United States,,FBI nationwide license plate reader access initiative,ALPR/LPR,Proposed,2026-05-20,15,Amber,4,Unknown,1
REG-D10160B3,United States (Federal),US_FEDERAL,,United States,,Troy Flock Safety ALPR Policy Enhancements,ALPR/LPR,Proposed,2026-05-20,15,Amber,4,Unknown,1
REG-754B347A,United States (Federal),US_FEDERAL,,United States,,Bipartisan legislation to ban AI surveillance pricing at grocery stores and delivery services,AI,Proposed,2026-05-18,15,Amber,4,Unknown,1
REG-76DD6801,United States (Federal),US_FEDERAL,,United States,,Colorado AI Act repeal-and-replace update,AI,Proposed,2026-05-18,15,Amber,4,Unknown,1
REG-2ED47FE5,United States (Federal),US_FEDERAL,,United States,,New York Senate biometric customer-warning bill,Biometrics,Proposed,2026-05-18,15,Amber,4,Unknown,1
REG-BCB1675B,United States (Federal),US_FEDERAL,,United States,,Disneyland face-scan proposed class action,Biometrics,Proposed,2026-05-19,15,Amber,4,Unknown,1
REG-F8B39A81,United States (Federal),US_FEDERAL,,United States,,Home Depot parking-lot ALPR surveillance lawsuit,ALPR/LPR,Proposed,2026-05-18,15,Amber,4,Unknown,1
REG-74FFA51B,United States (Federal),US_FEDERAL,,United States,,BIPA voice model training class actions,Biometrics,Proposed,2026-05-20,15,Amber,4,Unknown,1
REG-019EC582,United States (Federal),US_FEDERAL,,United States,,Bipartisan amendment to restrict police license plate tracking,ALPR/LPR,Proposed,2026-05-21,15,Amber,4,Unknown,1
REG-7A98FD61,United States (Federal),US_FEDERAL,,United States,,Massachusetts proposed ban on weaponized robots and gun-toting drones,Drones/UAS,Proposed,2026-05-22,15,Amber,4,Unknown,1
REG-8941A34F,United States (Federal),US_FEDERAL,,United States,,Disney facial recognition class-action lawsuit,Biometrics,Proposed,2026-05-21,15,Amber,4,Unknown,1
REG-8EADE49A,United States (Federal),US_FEDERAL,,United States,,Illinois BIPA lawsuits over AI voiceprints,Biometrics,Proposed,2026-05-21,15,Amber,4,Unknown,1
REG-FF1B0F04,United States (Federal),US_FEDERAL,,United States,,Grubhub driver facial-scan BIPA lawsuit,Biometrics,Proposed,2026-05-23,15,Amber,4,Unknown,1
REG-36614804,United States (Federal),US_FEDERAL,,United States,,FBI near-real-time license plate reader access initiative,ALPR/LPR,Proposed,2026-05-24,15,Amber,4,Unknown,1
REG-F7866144,United States (Federal),US_FEDERAL,,United States,,White House AI oversight/testing executive order,AI,Proposed,2026-05-22,15,Amber,4,Unknown,1
REG-8EEE0862,United States (Federal),US_FEDERAL,,United States,,Australia-UK AI safety and security cooperation MoU,AI,Proposed,2026-05-25,15,Amber,4,Unknown,1
REG-142954DF,Canada,COUNTRY,Canada,Canada,,Ontario highway automated licence-plate camera retail theft plan,ALPR/LPR,Proposed,2026-05-25,15,Amber,4,Unknown,1
REG-4CF741B4,United States (Federal),US_FEDERAL,,United States,,Marco Island automated license-plate recognition appeal,ALPR/LPR,Proposed,2026-05-26,15,Amber,4,Unknown,1
REG-5F137D90,United States (Federal),US_FEDERAL,,United States,,Illinois BIPA territorial reach and financial-services exception ruling,Biometrics,Proposed,2026-05-26,15,Amber,4,Unknown,1
REG-DC19240C,United States (Federal),US_FEDERAL,,United States,,Connecticut legislative inquiry on ALPR cameras at Home Depot and Lowe's,ALPR/LPR,Proposed,2026-05-27,15,Amber,4,Unknown,1
REG-5EF79790,United States (Federal),US_FEDERAL,,United States,,FAA World Cup no-drone zones,Drones/UAS,Proposed,2026-05-30,15,Amber,4,Unknown,1
